,ID,Yes/No,YesProbabil,Predicted
175,4325,0.0,0.001241587,0
176,24079,1.0,0.007412183,0
177,19565,0.0,5.8185804e-05,0
178,28924,0.0,0.040140383,0
179,2385,0.0,0.00043508358,0
180,26749,0.0,0.007389229,0
181,27147,0.0,0.001614169,0
182,8278,0.0,0.003699109,0
183,20190,0.0,0.0012130071,0
184,14005,0.0,0.0015353829,0
185,37330,1.0,0.5065699,1
186,24135,0.0,0.008686548,0
187,2757,0.0,0.0003026195,0
188,8814,0.0,0.0005016262,0
189,40163,1.0,0.78495836,1
190,37795,0.0,0.35907498,0
191,26142,0.0,0.017647281,0
192,3986,0.0,0.30637938,0
193,26938,1.0,0.6089006,1
194,28909,0.0,0.009445539,0
195,9060,0.0,3.843356e-05,0
196,40629,0.0,0.038465735,0
197,26890,0.0,0.0010724299,0
198,19651,0.0,0.00048397615,0
199,9254,0.0,0.00016949768,0
200,9267,0.0,0.002437812,0
201,28238,0.0,0.02828724,0
202,30626,0.0,0.3729498,0
203,25837,0.0,0.006208258,0
204,24965,0.0,0.000888374,0
205,15572,0.0,0.00012138912,0
206,18917,0.0,0.15588388,0
207,7775,0.0,4.2169006e-05,0
208,657,0.0,0.0001954722,0
209,23505,0.0,0.00010639061,0
210,21272,0.0,0.00020467567,0
211,14240,0.0,0.0007931912,0
212,24203,0.0,0.002575829,0
213,40467,1.0,0.53116,1
214,2830,0.0,0.34836334,0
215,943,0.0,0.53497344,1
216,4215,0.0,0.00040177413,0
217,30156,0.0,0.3182269,0
218,23363,0.0,8.4179344e-05,0
219,29526,0.0,0.0020703664,0
220,24387,0.0,0.0028506145,0
221,14040,0.0,0.0008300823,0
222,14938,0.0,0.0023957072,0
223,41100,1.0,0.76535153,1
224,25361,0.0,0.00094073504,0
225,26418,0.0,0.017556245,0
226,2004,0.0,8.152461e-05,0
227,34293,0.0,0.019892156,0
228,23422,0.0,0.00050725567,0
229,37635,1.0,0.127037,0
230,9701,0.0,0.0016321766,0
231,15968,0.0,0.00019815587,0
232,25441,0.0,0.0013733754,0
233,6882,0.0,0.11178453,0
234,36538,0.0,0.23108785,0
235,18392,0.0,0.001853714,0
236,36152,1.0,0.066660866,0
237,28781,1.0,0.5674277,1
238,27941,1.0,0.3489674,0
239,8201,0.0,0.00016811282,0
240,38615,1.0,0.5597289,1
241,29650,0.0,0.006589797,0
242,7760,0.0,0.44090354,0
243,17944,1.0,0.4219767,0
244,14422,0.0,0.00035054417,0
245,25100,0.0,0.0009657532,0
246,37872,0.0,0.062097985,0
247,10861,0.0,0.0077245263,0
248,37234,0.0,0.6794869,1
249,5382,0.0,0.0007448938,0
250,35028,0.0,0.005985869,0
251,3861,0.0,0.00018604563,0
252,34644,0.0,0.027126905,0
253,39220,1.0,0.71740454,1
254,2761,0.0,0.018333012,0
255,3375,0.0,0.047206033,0
256,13270,0.0,0.0009006621,0
257,10030,0.0,0.00031948095,0
258,36044,0.0,0.0064063855,0
259,33469,0.0,0.4068941,0
260,34181,0.0,0.093712844,0
261,23075,0.0,0.00056487444,0
262,24450,0.0,0.0006544726,0
263,41121,0.0,0.8531181,1
264,31199,0.0,0.06995425,0
265,40291,1.0,0.7744061,1
266,38159,0.0,0.36479798,0
267,24494,0.0,0.0051792753,0
268,16954,0.0,0.00031632505,0
269,24122,0.0,0.0013808326,0
270,9506,0.0,8.884399e-05,0
271,23336,0.0,0.00013892236,0
272,7915,0.0,0.0035858012,0
273,37482,0.0,0.53624827,1
274,31678,0.0,0.0064755627,0
275,22782,0.0,0.00023915179,0
276,35220,0.0,0.016165093,0
277,34066,0.0,0.072461285,0
278,21099,0.0,0.000311488,0
279,14928,0.0,0.017288247,0
280,15638,0.0,0.00023772003,0
281,38357,0.0,0.14498247,0
282,28019,0.0,0.021398153,0
283,6136,0.0,0.0003634681,0
284,5907,0.0,0.0005243749,0
285,39822,0.0,0.76690936,1
286,19735,0.0,0.0013520052,0
287,5707,1.0,0.15265957,0
288,12169,0.0,0.00025258114,0
289,11583,0.0,7.1130555e-05,0
290,35930,0.0,0.20263621,0
291,6390,0.0,9.437906e-05,0
292,35834,1.0,0.52880126,1
293,23084,0.0,0.29874626,0
294,26166,0.0,0.26291776,0
295,24007,0.0,0.037229396,0
296,25767,0.0,0.003831823,0
297,21187,0.0,0.10418186,0
298,10183,0.0,8.790251e-05,0
299,16801,0.0,0.0011040379,0
300,1930,0.0,3.604112e-05,0
301,25076,0.0,0.00078816223,0
302,5001,0.0,0.00019104457,0
303,11810,0.0,2.172618e-05,0
304,1430,0.0,0.0022296824,0
305,13206,0.0,0.00047146418,0
306,21012,0.0,0.00149721,0
307,30358,0.0,0.06075388,0
308,22231,0.0,0.0011980555,0
309,3220,0.0,0.00019532297,0
310,14154,0.0,0.18927597,0
311,31594,0.0,0.007614869,0
312,30879,0.0,0.03362384,0
313,40055,1.0,0.7060651,1
314,3519,0.0,0.005520554,0
315,11843,0.0,0.00022549309,0
316,430,0.0,8.298715e-05,0
317,24854,0.0,0.0024419124,0
318,30591,1.0,0.18903275,0
319,38124,0.0,0.4465121,0
320,29226,0.0,0.013665026,0
321,12513,0.0,0.04714915,0
322,37511,0.0,0.05361825,0
323,39856,1.0,0.7699395,1
324,34220,0.0,0.0026459682,0
325,17377,1.0,0.3809204,0
326,12584,0.0,0.004280056,0
327,18838,0.0,0.0017490758,0
328,18481,0.0,0.00032948834,0
329,1503,0.0,0.00012957251,0
330,15917,0.0,0.19085117,0
331,20021,0.0,0.00021754776,0
332,13787,0.0,0.000112400434,0
333,29518,0.0,0.12760505,0
334,38537,0.0,0.1287457,0
335,37789,1.0,0.6920673,1
336,26702,0.0,0.28667852,0
337,31776,0.0,0.042483676,0
338,12353,0.0,0.0082087815,0
339,29525,0.0,0.16116977,0
340,39496,0.0,0.4063102,0
341,34956,0.0,0.22980994,0
342,21255,0.0,0.006402483,0
343,12724,0.0,0.000275064,0
344,28486,1.0,0.039538506,0
345,3715,0.0,0.012515857,0
346,38588,0.0,0.11330154,0
347,29663,0.0,0.051624093,0
348,1077,0.0,0.3586324,0
349,6188,0.0,0.0013091568,0
350,28896,0.0,0.028098572,0
351,32046,0.0,0.029976936,0
352,32315,0.0,0.0061653713,0
353,28382,0.0,0.025746595,0
354,12079,0.0,0.000811255,0
355,31792,0.0,0.008349479,0
356,7,0.0,0.00045578383,0
357,26842,0.0,0.0039952523,0
358,19060,1.0,0.5613475,1
359,37700,0.0,0.15511638,0
360,8718,0.0,0.32727796,0
361,8561,0.0,0.00010204129,0
362,3928,0.0,7.6306904e-05,0
363,16810,0.0,0.47925362,0
364,13831,0.0,0.0020883398,0
365,25543,0.0,0.42509344,0
366,28472,0.0,0.009148397,0
367,2624,0.0,0.1537182,0
368,29910,0.0,0.01694125,0
369,9758,0.0,0.28597334,0
370,4851,1.0,0.02962542,0
371,7029,0.0,0.00031591696,0
372,10477,0.0,0.00014364411,0
373,20412,0.0,0.00030603178,0
374,14111,0.0,0.006553567,0
375,25228,0.0,0.0007963338,0
376,13906,0.0,0.0021264197,0
377,17147,1.0,0.41134527,0
378,12957,0.0,0.00016154088,0
379,22613,0.0,0.0018817605,0
380,11342,0.0,0.00036701967,0
381,13525,0.0,0.0011109991,0
382,10930,0.0,0.01298979,0
383,5822,0.0,0.0006659406,0
384,9798,0.0,0.0027417694,0
385,38509,1.0,0.3703737,0
386,24873,0.0,0.00047140577,0
387,6988,0.0,0.0005791388,0
388,11922,0.0,6.405915e-05,0
389,36338,1.0,0.46603528,0
390,22110,0.0,0.00068801054,0
391,2992,0.0,0.0055540027,0
392,28751,0.0,0.034770202,0
393,17134,0.0,0.004696952,0
394,16596,0.0,0.14955679,0
395,24510,0.0,0.0012987958,0
396,35542,0.0,0.003957882,0
397,9285,0.0,0.009387086,0
398,41048,0.0,0.041303355,0
399,23389,0.0,0.00036112827,0
400,40718,1.0,0.3909515,0
401,31693,0.0,0.0036962496,0
402,5749,0.0,0.0001905114,0
403,41161,0.0,0.76731026,1
404,6660,0.0,0.00011990872,0
405,31418,0.0,0.0026216009,0
406,39928,0.0,0.3480123,0
407,26862,0.0,0.0122932745,0
408,6428,0.0,0.111529626,0
409,22254,0.0,0.03525195,0
410,4156,0.0,0.00054155977,0
411,1291,0.0,0.00019388659,0
412,11911,0.0,2.3807164e-05,0
413,22874,0.0,5.7383553e-05,0
414,31990,0.0,0.011054688,0
415,32744,0.0,0.0017304065,0
416,39392,1.0,0.69261044,1
417,11220,0.0,0.014667693,0
418,33626,0.0,0.015124136,0
419,585,0.0,0.0016985306,0
420,35318,0.0,0.008476502,0
421,465,0.0,0.00056760915,0
422,27284,0.0,0.00044167772,0
423,40110,0.0,0.46179783,0
424,14295,0.0,0.0011897708,0
425,20771,0.0,0.00022155809,0
426,27248,0.0,0.38269824,0
427,33060,1.0,0.46760914,0
428,9093,0.0,0.00035607317,0
429,37403,1.0,0.30286202,0
430,8552,0.0,0.0029004386,0
431,32788,0.0,0.015912082,0
432,16604,0.0,0.010462024,0
433,23709,0.0,0.00061749894,0
434,19498,0.0,0.001960957,0
435,22691,0.0,8.651722e-05,0
436,1045,0.0,0.003131817,0
437,16690,0.0,0.00039697636,0
438,34123,0.0,0.1650423,0
439,11527,0.0,0.12558565,0
440,11474,0.0,8.33786e-05,0
441,7947,0.0,0.002202211,0
442,314,0.0,0.0027952872,0
443,37054,0.0,0.16536239,0
444,14606,0.0,0.46600732,0
445,34869,0.0,0.03167294,0
446,32697,0.0,0.019155914,0
447,5466,0.0,0.008289097,0
448,21741,0.0,0.003138499,0
449,5457,0.0,0.008273432,0
450,12051,0.0,0.00036874835,0
451,21712,0.0,0.30577543,0
452,8494,0.0,5.823087e-05,0
453,30390,0.0,0.084526956,0
454,23306,0.0,0.0024237977,0
455,37935,0.0,0.6455409,1
456,25768,0.0,0.007251984,0
457,17708,0.0,0.0007194291,0
458,16846,0.0,0.000506263,0
459,18720,0.0,3.7311245e-05,0
460,18380,0.0,0.00018961272,0
461,14471,0.0,0.00033858154,0
462,25265,0.0,0.0021082687,0
463,38072,1.0,0.51099455,1
464,25541,0.0,0.00052629795,0
465,18245,0.0,0.001906017,0
466,18399,0.0,0.0027313018,0
467,22825,0.0,0.0027168735,0
468,9331,0.0,0.00013012088,0
469,13701,0.0,0.0006654289,0
470,962,0.0,0.038707055,0
471,8239,0.0,0.0018331856,0
472,17128,0.0,0.0037534535,0
473,8357,0.0,0.000125652,0
474,19526,0.0,0.00023880911,0
475,32156,0.0,0.0672475,0
476,6133,0.0,0.009996261,0
477,5549,0.0,9.4123636e-05,0
478,21215,0.0,0.00015888464,0
479,23327,0.0,0.0022384715,0
480,30459,1.0,0.08762321,0
481,20484,0.0,0.0002133651,0
482,15491,0.0,0.024566997,0
483,33881,0.0,0.06704287,0
484,3154,0.0,7.173463e-05,0
485,16115,0.0,0.0002743919,0
486,2055,0.0,0.0043461313,0
487,28089,0.0,0.027613934,0
488,20040,0.0,0.0017079099,0
489,25450,0.0,0.0029571916,0
490,776,0.0,5.2765015e-05,0
491,26513,0.0,0.00064987503,0
492,33619,0.0,0.0012161679,0
493,9353,0.0,3.65662e-05,0
494,25928,0.0,0.008803284,0
495,9284,0.0,5.8867314e-05,0
496,6119,0.0,0.00070158415,0
497,10081,0.0,0.00010245293,0
498,32033,0.0,0.015992464,0
499,17428,0.0,0.00037604573,0
500,19245,1.0,0.40584177,0
501,30780,0.0,0.043176506,0
502,35601,0.0,0.06759489,0
503,40857,0.0,0.74067146,1
504,34402,0.0,0.077931724,0
505,1603,0.0,0.07386254,0
506,17742,0.0,0.040106572,0
507,8658,0.0,0.0051242295,0
508,35456,0.0,0.32404393,0
509,27295,0.0,0.0012099653,0
510,9126,0.0,0.00072201097,0
511,28956,1.0,0.4181781,0
512,38991,0.0,0.4438053,0
513,13316,0.0,0.00072676106,0
514,33336,0.0,0.0072659003,0
515,12966,0.0,0.0011585002,0
516,7707,0.0,0.021875432,0
517,38268,0.0,0.15661344,0
518,38225,0.0,0.16967364,0
519,20562,0.0,0.0019359244,0
520,6600,0.0,0.00087340345,0
521,1681,0.0,0.00011814521,0
522,3886,0.0,0.0026930533,0
523,27651,0.0,0.00042989352,0
524,20708,0.0,0.00035978312,0
525,21161,0.0,4.701171e-05,0
526,802,0.0,0.0014551268,0
527,20275,0.0,0.00016618546,0
528,21026,0.0,0.00029570668,0
529,4128,0.0,0.00010406834,0
530,22524,0.0,0.0007287633,0
531,22247,0.0,0.0006509279,0
532,35498,0.0,0.059071135,0
533,33615,0.0,0.36401433,0
534,10544,1.0,0.07636974,0
535,476,0.0,4.2359283e-05,0
536,26011,0.0,0.014591256,0
537,17398,0.0,4.579434e-05,0
538,15001,0.0,0.035071027,0
539,40679,1.0,0.52507323,1
540,32770,0.0,0.016267402,0
541,17516,0.0,0.00022745246,0
542,1402,0.0,9.386112e-05,0
543,20262,0.0,8.050402e-05,0
544,35156,1.0,0.20185964,0
545,14884,1.0,0.5032486,1
546,5886,0.0,0.0077661155,0
547,31645,0.0,0.1275964,0
548,31236,0.0,0.016259544,0
549,27351,0.0,0.04030143,0
550,4086,0.0,0.05609368,0
551,1905,0.0,0.00035185833,0
552,26599,0.0,0.0009978205,0
553,28040,0.0,0.47326964,0
554,14572,0.0,0.041963063,0
555,5488,0.0,7.7395904e-05,0
556,8223,0.0,0.0016979979,0
557,39781,0.0,0.41701677,0
558,12010,0.0,0.0048130867,0
559,15010,1.0,0.5419976,1
560,18278,0.0,0.6405718,1
561,35409,1.0,0.39587888,0
562,27070,0.0,0.022496687,0
563,38622,0.0,0.24705784,0
564,22802,0.0,0.0002266828,0
565,7481,0.0,6.693606e-05,0
566,33163,0.0,0.024388742,0
567,15319,1.0,0.5225123,1
568,37503,0.0,0.6308928,1
569,37344,0.0,0.07441449,0
570,29325,0.0,0.049348265,0
571,22768,0.0,0.00011344816,0
572,14302,0.0,0.038787793,0
573,31689,0.0,0.015442652,0
574,33410,0.0,0.09977205,0
575,40263,1.0,0.7485227,1
576,21982,0.0,0.002870532,0
577,10308,0.0,0.000283442,0
578,36891,1.0,0.23615392,0
579,36421,1.0,0.6441411,1
580,18400,0.0,0.0018415082,0
581,1682,0.0,0.0007294255,0
582,19125,0.0,0.000299306,0
583,26640,0.0,0.024474474,0
584,36583,1.0,0.601651,1
585,32456,0.0,0.0035386782,0
586,12627,0.0,0.00016155104,0
587,8193,0.0,0.0010066513,0
588,22103,0.0,0.00076886534,0
589,30968,0.0,0.08986954,0
590,24279,0.0,0.15385902,0
591,1975,0.0,0.00075234455,0
592,24991,0.0,0.0041438346,0
593,6835,0.0,9.465432e-05,0
594,30731,0.0,0.011684351,0
595,22199,0.0,0.6869735,1
596,29463,0.0,0.013635631,0
597,37949,0.0,0.2714706,0
598,3944,0.0,0.00010153404,0
599,6420,0.0,0.0001287984,0
600,40990,1.0,0.6683727,1
601,30496,1.0,0.10163733,0
602,1807,0.0,0.00013401368,0
603,11331,0.0,0.07871943,0
604,38815,0.0,0.13494006,0
605,14969,0.0,0.008387176,0
606,15024,0.0,0.000121186255,0
607,29015,0.0,0.0070259897,0
608,4564,0.0,7.6686665e-05,0
609,40493,1.0,0.5405058,1
610,26584,0.0,0.0025944246,0
611,37357,0.0,0.21178839,0
612,22892,0.0,0.3321752,0
613,38891,0.0,0.5970427,1
614,40192,1.0,0.76455045,1
615,4032,0.0,0.0002530309,0
616,19152,1.0,0.6369804,1
617,12918,0.0,0.055527616,0
618,39454,1.0,0.5193806,1
619,37279,1.0,0.7220577,1
620,10676,1.0,0.42143437,0
621,40765,0.0,0.26110613,0
622,11917,0.0,0.0007603496,0
623,3016,0.0,8.261588e-05,0
624,10500,0.0,0.003618256,0
625,37837,0.0,0.5743001,1
626,25111,0.0,0.0008579946,0
627,10090,0.0,0.036549244,0
628,19067,0.0,0.0004119223,0
629,31975,0.0,0.025671339,0
630,31193,0.0,0.009786288,0
631,13455,0.0,0.57937026,1
632,21571,0.0,0.00575685,0
633,38645,0.0,0.4007007,0
634,31699,0.0,0.038390797,0
635,31929,0.0,0.085047886,0
636,27779,0.0,0.21614343,0
637,14563,0.0,0.00019857577,0
638,4580,0.0,0.00033044117,0
639,24870,0.0,0.0013000439,0
640,1282,0.0,0.00018865296,0
641,20665,0.0,0.010690591,0
642,39130,1.0,0.21849102,0
643,4241,0.0,0.00021926867,0
644,28646,0.0,0.02215958,0
645,33780,1.0,0.09825405,0
646,37749,0.0,0.06932002,0
647,23587,0.0,0.00030995795,0
648,26294,0.0,0.22181284,0
649,12296,0.0,0.045341063,0
650,22840,1.0,0.27289346,0
651,12507,0.0,0.0015196942,0
652,23631,0.0,0.00042231783,0
653,18537,0.0,9.837857e-05,0
654,6415,0.0,0.0003518647,0
655,7330,0.0,0.000107566906,0
656,7932,0.0,0.0006663697,0
657,1278,0.0,0.0008590529,0
658,9520,0.0,0.00044329916,0
659,7335,0.0,0.0008130241,0
660,19487,0.0,0.0004075236,0
661,20070,0.0,0.2929403,0
662,37589,0.0,0.18478298,0
663,22549,0.0,0.5149585,1
664,8375,0.0,0.0021561813,0
665,13312,0.0,0.00054643693,0
666,34385,0.0,0.019297797,0
667,39827,1.0,0.59052795,1
668,2399,0.0,0.00014346259,0
669,4048,0.0,0.00023918327,0
670,12153,0.0,0.0013617363,0
671,28944,0.0,0.036647055,0
672,2726,0.0,0.00025403043,0
673,34124,0.0,0.1248744,0
674,13396,0.0,0.00242059,0
675,25673,1.0,0.4124367,0
676,12821,0.0,0.000428701,0
677,26296,0.0,0.0034968774,0
678,28550,0.0,0.20240906,0
679,25153,0.0,0.0007950792,0
680,28986,0.0,0.016947834,0
681,5170,0.0,3.494942e-05,0
682,13214,0.0,0.00069174485,0
683,24350,0.0,0.052720454,0
684,27852,1.0,0.24517782,0
685,18501,0.0,0.00036440467,0
686,31234,0.0,0.09744767,0
687,11897,0.0,8.857541e-05,0
688,26191,0.0,0.003714809,0
689,24189,0.0,0.0011324019,0
690,4867,0.0,0.0018545612,0
691,21234,0.0,0.00029612702,0
692,24392,0.0,0.00032809938,0
693,23701,0.0,0.000823824,0
694,37522,1.0,0.58310986,1
695,10202,0.0,0.009280496,0
696,18885,0.0,0.0024109215,0
697,11204,0.0,0.00017872031,0
698,19509,0.0,0.004212552,0
699,40814,0.0,0.22533083,0
700,35258,0.0,0.031106345,0
701,252,0.0,0.00025664628,0
702,28788,0.0,0.4885448,0
703,8406,0.0,0.0007069912,0
704,21091,0.0,0.000118234915,0
705,967,0.0,0.21913202,0
706,7892,0.0,0.008386043,0
707,17687,0.0,0.00024610024,0
708,21594,0.0,0.0015958848,0
709,19032,0.0,0.00917084,0
710,15452,1.0,0.018842561,0
711,39838,0.0,0.14085607,0
712,6334,0.0,0.00010835001,0
713,19497,0.0,0.0006559479,0
714,23887,0.0,0.0023802898,0
715,19110,0.0,0.0015843073,0
716,18251,0.0,0.00039058973,0
717,9478,0.0,0.0036731963,0
718,16166,0.0,0.45715374,0
719,38245,0.0,0.28781125,0
720,18694,0.0,0.0033764374,0
721,17994,0.0,0.50368917,1
722,37634,0.0,0.33592963,0
723,28479,0.0,0.08836605,0
724,11839,0.0,0.000121918325,0
725,15538,0.0,0.23089229,0
726,32806,0.0,0.16561778,0
727,4741,0.0,4.500861e-05,0
728,14019,0.0,0.0020434503,0
729,20404,0.0,0.00015317486,0
730,19246,0.0,0.002539347,0
731,34398,0.0,0.015798857,0
732,4650,0.0,0.0007733013,0
733,22311,0.0,0.0003666264,0
734,9025,0.0,0.00016848848,0
735,17539,0.0,0.13650931,0
736,28181,0.0,0.15838666,0
737,21108,0.0,0.00011253019,0
738,2528,0.0,0.0040795696,0
739,18432,0.0,0.039472774,0
740,40678,0.0,0.22843362,0
741,13804,0.0,0.0016185659,0
742,6682,0.0,0.00031451654,0
743,37457,1.0,0.60263133,1
744,1331,0.0,0.00035285245,0
745,21130,0.0,0.0002538963,0
746,36370,0.0,0.05220872,0
747,27049,0.0,0.0014256693,0
748,36400,0.0,0.15440433,0
749,37665,1.0,0.36051714,0
750,5882,0.0,4.9352566e-05,0
751,4199,0.0,0.04391999,0
752,26216,0.0,0.34634602,0
753,28330,0.0,0.29158464,0
754,39931,0.0,0.55383766,1
755,18349,0.0,0.0001284022,0
756,3161,0.0,0.0002072403,0
757,17707,0.0,0.00029357066,0
758,21802,0.0,0.000460849,0
759,11899,0.0,0.00025631025,0
760,1731,0.0,0.00067584286,0
761,23681,0.0,0.00053502934,0
762,34099,0.0,0.04571983,0
763,7231,0.0,0.00020812586,0
764,16307,0.0,0.00014097044,0
765,24852,0.0,0.0011265288,0
766,5323,0.0,0.00048501155,0
767,12311,0.0,0.00108965,0
768,24038,1.0,0.010422725,0
769,14664,0.0,0.00045160865,0
770,22306,0.0,0.00075944694,0
771,2331,0.0,0.0008051559,0
772,9925,0.0,0.00017232918,0
773,18457,0.0,0.0024681168,0
774,34223,0.0,0.001794459,0
775,9539,0.0,0.0014360129,0
776,10671,0.0,0.014802922,0
777,15176,0.0,0.013688525,0
778,24653,0.0,0.007116919,0
779,28066,0.0,0.26994836,0
780,19099,0.0,0.0005653026,0
781,12256,0.0,0.00018257488,0
782,41109,0.0,0.46069837,0
783,13352,0.0,0.0005267416,0
784,38795,0.0,0.53940743,1
785,19237,0.0,0.00019682702,0
786,31644,0.0,0.006183383,0
787,30950,0.0,0.00548526,0
788,34819,0.0,0.120134845,0
789,21005,0.0,0.00013202147,0
790,38830,1.0,0.43122455,0
791,14858,0.0,0.35279486,0
792,5306,0.0,0.14030725,0
793,27333,0.0,0.00028819867,0
794,39909,0.0,0.27100295,0
795,16643,0.0,0.023609059,0
